x,y,sentiment
Suki,Sokka,"{'neg': 0.065, 'neu': 0.837, 'pos': 0.097, 'compound': 0.3761}"
Sokka,Suki,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.3365}"
Koko,Aang,"{'neg': 0.102, 'neu': 0.898, 'pos': 0.0, 'compound': -0.1511}"
Aang,Katara,"{'neg': 0.0, 'neu': 0.489, 'pos': 0.511, 'compound': 0.6351}"
Katara,Aang,"{'neg': 0.454, 'neu': 0.546, 'pos': 0.0, 'compound': -0.3595}"
Katara,Zuko,"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.2003}"
Zuko,Aang,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.4404}"
Katara,Aang,"{'neg': 0.523, 'neu': 0.477, 'pos': 0.0, 'compound': -0.5093}"
Aang,Katara,"{'neg': 0.137, 'neu': 0.61, 'pos': 0.254, 'compound': 0.7002}"
Oyaji,Suki,"{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.717}"
Zuko,Aang,"{'neg': 0.046, 'neu': 0.929, 'pos': 0.025, 'compound': -0.3107}"
Zuko,Aang,"{'neg': 0.252, 'neu': 0.604, 'pos': 0.144, 'compound': -0.3482}"
Aang,Zuko,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Zuko,"{'neg': 0.112, 'neu': 0.888, 'pos': 0.0, 'compound': -0.2846}"
Aang,Appa,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.4767}"
Suki,Sokka,"{'neg': 0.123, 'neu': 0.764, 'pos': 0.114, 'compound': -0.3903}"
Aang,Appa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Aang,"{'neg': 0.123, 'neu': 0.783, 'pos': 0.094, 'compound': -0.2023}"
Oyaji,Aang,"{'neg': 0.0, 'neu': 0.189, 'pos': 0.811, 'compound': 0.8225}"
Aang,Aang,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.7579}"
Katara,Aang,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.6908}"
Aang,Aang,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.7088}"
Aang,Aang,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.69}"
Katara,Aang,"{'neg': 0.228, 'neu': 0.772, 'pos': 0.0, 'compound': -0.7574}"
Aang,Aang,"{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.2656}"
Aang,Aang,"{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.7857}"
Katara,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Aang,"{'neg': 0.047, 'neu': 0.711, 'pos': 0.242, 'compound': 0.8689}"
Aang,Aang,"{'neg': 0.103, 'neu': 0.878, 'pos': 0.02, 'compound': -0.8585}"
Aang,Katara,"{'neg': 0.064, 'neu': 0.784, 'pos': 0.152, 'compound': 0.5574}"
Katara,June,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4215}"
Aang,Aang,"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.8834}"
Bumi,Aang,"{'neg': 0.0, 'neu': 0.965, 'pos': 0.035, 'compound': 0.0772}"
Aang,Aang,"{'neg': 0.204, 'neu': 0.522, 'pos': 0.274, 'compound': 0.3802}"
Katara,Katara,"{'neg': 0.09, 'neu': 0.847, 'pos': 0.062, 'compound': -0.4102}"
Katara,Aang,"{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.5399}"
Bumi,Aang,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.5411}"
Bumi,Aang,"{'neg': 0.046, 'neu': 0.835, 'pos': 0.119, 'compound': 0.539}"
Bumi,Sokka,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}"
Katara,Aang,"{'neg': 0.079, 'neu': 0.921, 'pos': 0.0, 'compound': -0.34}"
Bumi,Bumi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Bumi,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Aang,"{'neg': 0.089, 'neu': 0.704, 'pos': 0.207, 'compound': 0.9258}"
Sokka,Sokka,"{'neg': 0.316, 'neu': 0.564, 'pos': 0.12, 'compound': -0.4939}"
Bumi,Aang,"{'neg': 0.0, 'neu': 0.961, 'pos': 0.039, 'compound': 0.0387}"
Sokka,Than,"{'neg': 0.066, 'neu': 0.783, 'pos': 0.151, 'compound': 0.34}"
Aang,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Appa,"{'neg': 0.0, 'neu': 0.77, 'pos': 0.23, 'compound': 0.5562}"
Aang,Appa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Appa,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}"
Katara,Aang,"{'neg': 0.068, 'neu': 0.713, 'pos': 0.219, 'compound': 0.5967}"
Aang,Aang,"{'neg': 0.154, 'neu': 0.746, 'pos': 0.101, 'compound': -0.163}"
Bumi,Aang,"{'neg': 0.022, 'neu': 0.854, 'pos': 0.124, 'compound': 0.7269}"
Aang,Bumi,"{'neg': 0.217, 'neu': 0.662, 'pos': 0.121, 'compound': -0.3561}"
Bumi,Aang,"{'neg': 0.112, 'neu': 0.759, 'pos': 0.129, 'compound': 0.2023}"
Aang,Aang,"{'neg': 0.192, 'neu': 0.734, 'pos': 0.073, 'compound': -0.2732}"
Aang,Aang,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.0772}"
Aang,Aang,"{'neg': 0.116, 'neu': 0.66, 'pos': 0.224, 'compound': 0.4545}"
Aang,Aang,"{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.2732}"
Aang,Katara,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2263}"
Katara,Than,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.6588}"
Bumi,Katara,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}"
Bumi,Aang,"{'neg': 0.131, 'neu': 0.714, 'pos': 0.155, 'compound': 0.1027}"
Bumi,Than,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.495}"
Bumi,Aang,"{'neg': 0.097, 'neu': 0.78, 'pos': 0.123, 'compound': 0.3182}"
Aang,Than,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.2732}"
Aang,Than,"{'neg': 0.068, 'neu': 0.773, 'pos': 0.159, 'compound': 0.3036}"
Aang,Bumi,"{'neg': 0.101, 'neu': 0.738, 'pos': 0.161, 'compound': 0.296}"
Bumi,Aang,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}"
Sokka,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Bumi,Aang,"{'neg': 0.179, 'neu': 0.625, 'pos': 0.197, 'compound': 0.3919}"
Sokka,Katara,"{'neg': 0.177, 'neu': 0.823, 'pos': 0.0, 'compound': -0.8172}"
Sokka,Katara,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.3939}"
Katara,Katara,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.5972}"
Aang,Aang,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.4753}"
Sokka,Aang,"{'neg': 0.215, 'neu': 0.726, 'pos': 0.059, 'compound': -0.6988}"
Katara,Haru,"{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0.0772}"
Aang,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Haru's mother,Tax collector,"{'neg': 0.118, 'neu': 0.822, 'pos': 0.059, 'compound': -0.3164}"
Haru's mother,Ozai,"{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.34}"
Haru's mother,Haru,"{'neg': 0.533, 'neu': 0.467, 'pos': 0.0, 'compound': -0.691}"
Katara,Haru,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.69}"
Katara,Haru,"{'neg': 0.187, 'neu': 0.712, 'pos': 0.101, 'compound': -0.3182}"
Haru's mother,Haru,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4199}"
Aang,Appa,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.6369}"
Katara,Hide,"{'neg': 0.221, 'neu': 0.779, 'pos': 0.0, 'compound': -0.1779}"
Katara,Haru,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Katara,"{'neg': 0.139, 'neu': 0.758, 'pos': 0.102, 'compound': -0.2444}"
Katara,Haru,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}"
Katara,Haru,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.5972}"
Katara,Haru,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.7944}"
Sokka,Aang,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.4003}"
Katara,Than,"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.3182}"
Katara,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Katara,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.7506}"
Katara,Haru,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.34}"
Katara,Sokka,"{'neg': 0.262, 'neu': 0.533, 'pos': 0.204, 'compound': -0.3182}"
Sokka,Aang,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.7304}"
Katara,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Katara,"{'neg': 0.201, 'neu': 0.799, 'pos': 0.0, 'compound': -0.6476}"
Katara,Pipsqueak,"{'neg': 0.219, 'neu': 0.781, 'pos': 0.0, 'compound': -0.4753}"
Katara,Sokka,"{'neg': 0.162, 'neu': 0.773, 'pos': 0.064, 'compound': -0.549}"
Sokka,Katara,"{'neg': 0.197, 'neu': 0.739, 'pos': 0.065, 'compound': -0.6476}"
Sokka,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Momo,"{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.3164}"
Sokka,Aang,"{'neg': 0.207, 'neu': 0.717, 'pos': 0.076, 'compound': -0.4767}"
Katara,Haru,"{'neg': 0.0, 'neu': 0.371, 'pos': 0.629, 'compound': 0.7777}"
Haru,Katara,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.5423}"
Haru,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Tyro,Katara,"{'neg': 0.204, 'neu': 0.547, 'pos': 0.249, 'compound': 0.2204}"
Katara,Aang,"{'neg': 0.108, 'neu': 0.63, 'pos': 0.262, 'compound': 0.9913}"
Aang,Katara,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.4767}"
Katara,Sokka,"{'neg': 0.207, 'neu': 0.685, 'pos': 0.108, 'compound': -0.2584}"
Sokka,Hide,"{'neg': 0.237, 'neu': 0.526, 'pos': 0.237, 'compound': -0.0}"
Aang,Aang,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.1779}"
Sokka,Aang,"{'neg': 0.0, 'neu': 0.95, 'pos': 0.05, 'compound': 0.4582}"
Tyro,Katara,"{'neg': 0.639, 'neu': 0.361, 'pos': 0.0, 'compound': -0.8341}"
Aang,Katara,"{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.1739}"
Katara,Haru,"{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.34}"
Haru,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Tyro,Katara,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.7845}"
Haru,Katara,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Aang,"{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.296}"
Haru,Aang,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.6369}"
Katara,Aang,"{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.8046}"
Katara,Sokka,"{'neg': 0.243, 'neu': 0.608, 'pos': 0.149, 'compound': -0.1779}"
Aang,Appa,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.9401}"
Sokka,Aang,"{'neg': 0.171, 'neu': 0.713, 'pos': 0.116, 'compound': -0.1189}"
Aang,Aang,"{'neg': 0.09, 'neu': 0.743, 'pos': 0.166, 'compound': 0.3291}"
Sokka,Aang,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.6072}"
Aang,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Zuko,Iroh,"{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.2677}"
Iroh,Zuko,"{'neg': 0.327, 'neu': 0.673, 'pos': 0.0, 'compound': -0.7775}"
Katara,Aang,"{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.7263}"
Katara,Aang,"{'neg': 0.0, 'neu': 0.926, 'pos': 0.074, 'compound': 0.5411}"
Aang,Katara,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
Kay-fon,Aang,"{'neg': 0.08, 'neu': 0.823, 'pos': 0.097, 'compound': 0.1862}"
Kay-fon,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Kay-fon,Aang,"{'neg': 0.167, 'neu': 0.688, 'pos': 0.145, 'compound': -0.4574}"
Kay-fon,Aang,"{'neg': 0.113, 'neu': 0.577, 'pos': 0.31, 'compound': 0.7351}"
Katara,Aang,"{'neg': 0.05, 'neu': 0.828, 'pos': 0.121, 'compound': 0.5256}"
Katara,Aang,"{'neg': 0.0, 'neu': 0.538, 'pos': 0.462, 'compound': 0.8225}"
Earthbender captain,Iroh,"{'neg': 0.277, 'neu': 0.723, 'pos': 0.0, 'compound': -0.7935}"
Aang,Aang,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.5803}"
Sokka,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Aang,"{'neg': 0.205, 'neu': 0.609, 'pos': 0.185, 'compound': -0.4184}"
Kay-fon,Aang,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.25}"
Katara,Sokka,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}"
Sokka,Aang,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.3818}"
Aang,Aang,"{'neg': 0.118, 'neu': 0.726, 'pos': 0.157, 'compound': 0.2411}"
Katara,Katara,"{'neg': 0.162, 'neu': 0.741, 'pos': 0.097, 'compound': -0.3382}"
Zuko,Iroh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Sokka,"{'neg': 0.264, 'neu': 0.736, 'pos': 0.0, 'compound': -0.5562}"
Earthbender captain,Than,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}"
Kay-fon,Aang,"{'neg': 0.091, 'neu': 0.794, 'pos': 0.115, 'compound': 0.1531}"
Aang,Katara,"{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.3182}"
Zuko,Iroh,"{'neg': 0.193, 'neu': 0.682, 'pos': 0.125, 'compound': -0.296}"
Aang,Katara,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.7069}"
Katara,Appa,"{'neg': 0.055, 'neu': 0.751, 'pos': 0.195, 'compound': 0.6179}"
Aang,Aang,"{'neg': 0.013, 'neu': 0.859, 'pos': 0.128, 'compound': 0.9597}"
Aang,Aang,"{'neg': 0.009, 'neu': 0.899, 'pos': 0.091, 'compound': 0.9353}"
Katara,Appa,"{'neg': 0.064, 'neu': 0.729, 'pos': 0.207, 'compound': 0.7096}"
Zuko,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Earthbender captain,Zuko,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.7906}"
Iroh,Zuko,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}"
Aang,Sokka,"{'neg': 0.078, 'neu': 0.758, 'pos': 0.164, 'compound': 0.892}"
Senlin Village leader,Aang,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.3612}"
Katara,Aang,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.5256}"
Aang,Roku,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.1779}"
Aang,Aang,"{'neg': 0.242, 'neu': 0.734, 'pos': 0.024, 'compound': -0.9533}"
Sokka,Aang,"{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0.2732}"
Katara,Aang,"{'neg': 0.164, 'neu': 0.687, 'pos': 0.149, 'compound': -0.1134}"
Aang,Aang,"{'neg': 0.089, 'neu': 0.782, 'pos': 0.129, 'compound': 0.4997}"
Katara,Aang,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.34}"
Sokka,Sokka,"{'neg': 0.088, 'neu': 0.851, 'pos': 0.061, 'compound': -0.2363}"
Senlin Village leader,Aang,"{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.7845}"
Zuko,Aang,"{'neg': 0.102, 'neu': 0.898, 'pos': 0.0, 'compound': -0.4696}"
Iroh,Zuko,"{'neg': 0.246, 'neu': 0.754, 'pos': 0.0, 'compound': -0.7339}"
Zuko,Iroh,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}"
Iroh,Ozai,"{'neg': 0.477, 'neu': 0.523, 'pos': 0.0, 'compound': -0.8736}"
Zuko,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Zuko,Appa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Aang,"{'neg': 0.272, 'neu': 0.728, 'pos': 0.0, 'compound': -0.4574}"
Iroh,Zuko,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.5165}"
Katara,Katara,"{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.4199}"
Sokka,Appa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Katara,"{'neg': 0.0, 'neu': 0.471, 'pos': 0.529, 'compound': 0.8398}"
Iroh,Aang,"{'neg': 0.128, 'neu': 0.773, 'pos': 0.099, 'compound': -0.1739}"
Zuko,Iroh,"{'neg': 0.17, 'neu': 0.745, 'pos': 0.085, 'compound': -0.2942}"
Zhao,Aang,"{'neg': 0.112, 'neu': 0.784, 'pos': 0.104, 'compound': 0.2023}"
Zhao,Appa,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.34}"
Zhao,Zhao,"{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.4753}"
Aang,Sokka,"{'neg': 0.272, 'neu': 0.728, 'pos': 0.0, 'compound': -0.68}"
Sokka,Sokka,"{'neg': 0.352, 'neu': 0.472, 'pos': 0.176, 'compound': -0.4767}"
Zhao,Zuko,"{'neg': 0.07, 'neu': 0.805, 'pos': 0.125, 'compound': 0.289}"
Aang,Katara,"{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.5983}"
Katara,Appa,"{'neg': 0.152, 'neu': 0.524, 'pos': 0.325, 'compound': 0.5106}"
Katara,Appa,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.4939}"
Sokka,Momo,"{'neg': 0.176, 'neu': 0.738, 'pos': 0.086, 'compound': -0.4939}"
Katara,Aang,"{'neg': 0.337, 'neu': 0.663, 'pos': 0.0, 'compound': -0.8807}"
Great Fire Sage,Aang,"{'neg': 0.082, 'neu': 0.918, 'pos': 0.0, 'compound': -0.34}"
Aang,Aang,"{'neg': 0.0, 'neu': 0.461, 'pos': 0.539, 'compound': 0.6892}"
Great Fire Sage,Aang,"{'neg': 0.099, 'neu': 0.763, 'pos': 0.139, 'compound': 0.2244}"
Aang,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Aang,Aang,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.8881}"
Shyu,Aang,"{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.5411}"
Shyu,Aang,"{'neg': 0.053, 'neu': 0.947, 'pos': 0.0, 'compound': -0.1593}"
Shyu,Aang,"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.6597}"
Zuko,Zhao,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3391}"
Iroh,Aang,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.5106}"
Zuko,Zhao,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Shyu,Aang,"{'neg': 0.057, 'neu': 0.943, 'pos': 0.0, 'compound': -0.2732}"
Aang,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Shyu,Aang,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.6239}"
Katara,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Shyu,Aang,"{'neg': 0.098, 'neu': 0.789, 'pos': 0.113, 'compound': 0.128}"
Sokka,Sokka,"{'neg': 0.117, 'neu': 0.605, 'pos': 0.278, 'compound': 0.5778}"
Shyu,Aang,"{'neg': 0.305, 'neu': 0.653, 'pos': 0.042, 'compound': -0.9524}"
Aang,Aang,"{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.7783}"
Shyu,Aang,"{'neg': 0.0, 'neu': 0.966, 'pos': 0.034, 'compound': 0.2023}"
Aang,Shyu,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.4767}"
Shyu,Aang,"{'neg': 0.122, 'neu': 0.801, 'pos': 0.077, 'compound': -0.1531}"
Zuko,Zhao,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Sokka,Shyu,"{'neg': 0.062, 'neu': 0.834, 'pos': 0.105, 'compound': 0.2908}"
Katara,Sokka,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.4767}"
Shyu,Sokka,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Katara,Aang,"{'neg': 0.131, 'neu': 0.772, 'pos': 0.097, 'compound': 0.0258}"
Shyu,Sokka,"{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.6124}"
Aang,Aang,"{'neg': 0.132, 'neu': 0.868, 'pos': 0.0, 'compound': -0.4926}"
Katara,Aang,"{'neg': 0.103, 'neu': 0.752, 'pos': 0.145, 'compound': 0.2225}"
Katara,Sokka,"{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.5411}"
Aang,Sokka,"{'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.3182}"
Sokka,Aang,"{'neg': 0.0, 'neu': 0.495, 'pos': 0.505, 'compound': 0.6249}"
Aang,Aang,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.3612}"
Shyu,Aang,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.4559}"
Great Fire Sage,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Great Fire Sage,Momo,"{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.2924}"
Shyu,Aang,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.5562}"
Katara,Aang,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.3786}"
Zuko,Aang,"{'neg': 0.042, 'neu': 0.776, 'pos': 0.181, 'compound': 0.8349}"
Aang,Roku,"{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.3182}"
Great Fire Sage,Aang,"{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.0572}"
Aang,Aang,"{'neg': 0.102, 'neu': 0.834, 'pos': 0.064, 'compound': -0.3348}"
Roku,Aang,"{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.7063}"
Zuko,Shyu,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4019}"
Zhao,Ozai,"{'neg': 0.233, 'neu': 0.617, 'pos': 0.15, 'compound': -0.4767}"
Great Fire Sage,Zhao,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Zhao,Zuko,"{'neg': 0.076, 'neu': 0.781, 'pos': 0.143, 'compound': 0.4118}"
Zuko,Zhao,"{'neg': 0.122, 'neu': 0.878, 'pos': 0.0, 'compound': -0.3595}"
Zhao,Sokka,"{'neg': 0.204, 'neu': 0.578, 'pos': 0.219, 'compound': 0.3313}"
Roku,Aang,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.4201}"
Roku,Ozai,"{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.7783}"
Roku,Than,"{'neg': 0.0, 'neu': 0.531, 'pos': 0.469, 'compound': 0.6486}"
Roku,Aang,"{'neg': 0.177, 'neu': 0.749, 'pos': 0.074, 'compound': -0.8625}"
Roku,Aang,"{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.4497}"
Katara,Aang,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}"
Roku,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Roku,Aang,"{'neg': 0.1, 'neu': 0.788, 'pos': 0.112, 'compound': 0.0008}"
Katara,Aang,"{'neg': 0.47, 'neu': 0.53, 'pos': 0.0, 'compound': -0.7955}"
Shyu,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Shyu,Aang,"{'neg': 0.214, 'neu': 0.786, 'pos': 0.0, 'compound': -0.6229}"
Katara,Aang,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
