x,y,weight
katara,aang,9
tong,aang,8
sokka,kyoshi,5
oyaji,kyoshi,4
katara,kyoshi,3
aang,aang,3
sokka,aang,2
iroh,zuko,2
tong,kyoshi,2
aang,sokka,2
zuko,aang,1
sokka,suki,1
sokka,sokka,1
sokka,roku,1
iroh,aang,1
sokka,katara,1
sokka,avatar roku,1
katara,koko,1
scary prisoner,aang,1
oyaji,suki,1
aang,kyoshi,1
oyaji,aang,1
mongke,ozai,1
kyoshi,kyoshi,1
katara,tong,1
katara,sokka,1
katara,oyaji,1
zuko,iroh,1
