x,y,weight
katara,aang,11
aang,katara,8
sokka,aang,4
aang,sokka,3
katara,momo,3
aang,appa,2
sokka,momo,2
zuko,iroh,2
iroh,zuko,2
aang,momo,2
katara,katara,1
aang,avatar roku,1
pirate captain,aang,1
pirate captain,momo,1
aang,roku,1
sokka,appa,1
sokka,bumi,1
sokka,ozai,1
zuko,aang,1
katara,sokka,1
