x,y,weight
aang,jeong jeong,7
katara,aang,6
aang,appa,3
zhao,aang,3
chey,jeong jeong,2
jeong jeong,aang,2
aang,aang,2
sokka,katara,2
zhao,jeong jeong,2
aang,katara,2
sokka,appa,1
katara,jeong jeong,1
roku,aang,1
lin yee,jeong jeong,1
lin yee,aang,1
katara,zhao,1
sokka,aang,1
jeong jeong,roku,1
jeong jeong,zhao,1
jeong jeong,avatar roku,1
chey,lin yee,1
chey,chey,1
chey,aang,1
aang,zuko,1
aang,zhao,1
aang,sokka,1
aang,ozai,1
zhao,zhao,1
