x,y,weight
katara,aang,8
katara,sokka,6
aang,aang,5
aang,sokka,5
kay-fon,aang,5
zuko,iroh,5
aang,roku,4
aang,katara,4
sokka,aang,4
aang,appa,3
katara,appa,2
aang,avatar roku,2
senlin village leader,aang,2
zuko,aang,2
iroh,zuko,2
earthbender captain,iroh,1
earthbender captain,ozai,1
aang,gyatso,1
kay-fon,appa,1
