x,y,weight
aang,ozai,4
aang,aang,3
katara,aang,3
zuko,iroh,3
azula,iroh,2
zuko,aang,2
sokka,aang,2
aang,momo,2
kwan,sozin,1
zuko,azula,1
toph,aang,1
sokka,headmaster,1
on ji,on ji,1
on ji,headmaster,1
aang,on ji,1
aang,sokka,1
katara,sokka,1
azula,zuko,1
azula,ty lee,1
azula,mai,1
azula,lee,1
aang,sozin,1
kwan,ozai,1
