x,y,weight
katara,aang,11
sokka,katara,9
aang,appa,8
zuko,aang,4
katara,sokka,3
iroh,zuko,2
kanna,katara,2
zuko,iroh,2
aang,aang,1
aang,katara,1
iroh,aang,1
sokka,appa,1
