x,y,weight
zhao,aang,7
katara,momo,4
aang,sokka,4
zhao,ozai,3
katara,aang,3
zuko,zhao,2
iroh,zhao,2
sokka,aang,2
sokka,appa,2
zuko,iroh,1
zuko,aang,1
zhao,sozin,1
zhao,shinu,1
aang,herbalist,1
sokka,katara,1
iroh,zuko,1
iroh,song,1
iroh,lieutenant jee,1
iroh,jee,1
iroh,aang,1
katara,sokka,1
