x,y,weight
aang,ozai,10
katara,aang,10
aang,momo,5
aang,sokka,4
aang,katara,4
katara,sokka,2
sokka,aang,2
aang,toph,2
azula,zuko,2
sokka,ozai,2
mai,zuko,2
toph,aang,1
sokka,appa,1
aang,appa,1
ozai,aang,1
mai,azula,1
azula,azula,1
zuko,mai,1
