x,y,weight
sokka,toph,3
sokka,suki,2
zuko,aang,2
ozai,ozai,2
aang,ozai,1
zuko,katara,1
zuko,iroh,1
toph,ozai,1
sokka,zuko,1
sokka,ty lee,1
sokka,ozai,1
azula,zuko,1
sokka,momo,1
sokka,lee,1
sokka,kyoshi,1
mai,ozai,1
mai,iroh,1
katara,sokka,1
katara,momo,1
zuko,mai,1
