x,y,weight
aang,zuko,9
zuko,iroh,3
aang,aang,2
aang,appa,2
aang,iroh,2
zuko,aang,2
aang,katara,1
aang,roku,1
aang,toph,1
sokka,ozai,1
sokka,zuko,1
sun warrior chief,ham ghao,1
sun warrior chief,iroh,1
toph,zuko,1
zuko,sozin,1
zuko,zuko,1
