x,y,weight
suki,aang,3
suki,appa,3
aang,appa,2
azula,aang,2
pathik,aang,2
iio,appa,1
pathik,pathik,1
sokka,appa,1
suki,suki,1
ty lee,azula,1
zuko,iroh,1
