x,y,weight
zei,wan shi tong,5
katara,sokka,5
zei,tong,4
zei,appa,3
sokka,aang,3
aang,appa,2
sokka,katara,2
sokka,ozai,2
zei,zei,2
aang,toph,2
aang,sokka,2
sokka,kuei,1
aang,katara,1
sokka,appa,1
sokka,sokka,1
sokka,sozin,1
toph,appa,1
wan shi tong,tong,1
wan shi tong,wan shi tong,1
katara,aang,1
sokka,momo,1
